ofício,Schreiben
indeciso,lau
lava,Lava
alfazema,Lavendel
lavanda,Lavendel
manobrar,lavieren
avalanche,Lawine
laurêncio,Lawrencium
lawrêncio,Lawrencium
indiferente,lax
laxismo,Laxismus
playboy,Lebemann
activo,lebendig
ativo,lebendig
vitalidade,Lebendigkeit
vívido,lebendig
vivo,lebendig
ficante,Lebensabschnittspartner
idade,Lebensalter
otimista,lebensbejahend
positivo,lebensbejahend
biografia,Lebensbeschreibung
companheiro,Lebensgefährte
companheira,Lebensgefährtin
biografia,Lebensgeschichte
vigor,Lebenskraft
vitalidade,Lebenskraft
folgazão,Lebenskünstler
vitalício,lebenslang
perpétuo,lebenslang
currículo,Lebenslauf
vitalício,lebenslänglich
perpétuo,lebenslänglich
mercadinho,Lebensmittelgeschäft
mercearia,Lebensmittelgeschäft
venda,Lebensmittelgeschäft
alimentação,Lebensmittel
comida,Lebensmittel
pasto,Lebensmittel
subsistência,Lebensunterhalt
regime,Lebensweise
viver,leben
vida,Leben
fígado,Leber
iscas,Leber
organismo,Lebewesen
adeus,Lebewohl
animado,lebhaft
ativo,lebhaft
esperto,lebhaft
vivacidade,Lebhaftigkeit
viveza,Lebhaftigkeit
intenso,lebhaft
vivo,lebhaft
ágil,lebhaft
desanimado,leblos
escoar,lecken
lamber,lecken
vazar,lecken
apetitoso,lecker
iguaria,Leckerbissen
delicioso,lecker
gostoso,lecker
saboroso,lecker
encantador,lecker
goteira,Leck
rombo,Leck
tartartaruga-de-cerro,Lederschildkröte
tartaruga-de-couro,Lederschildkröte
tartaruga-de-quilha,Lederschildkröte
tartaruga-gigante,Lederschildkröte
cabedal,Leder
couro,Leder
pelica,Leder
bola,Leder
celibatário,ledig
apenas,lediglich
somente,lediglich
só,lediglich
simples,ledig
singelo,ledig
solteiro,ledig
esvaziar,leeren
vazio,Leere
tara,Leergewicht
vazão,Leerung
vago,leer
vazio,leer
sotavento,Lee
legal,legal
dislexia,Legasthenie
botar,legen
colocar,legen
deitar,legen
legenda,Legende
lenda,Legende
legendário,legendär
lendário,legendär
pôr,legen
casual,leger
informal,leger
liga,Legierung
legislativo,Legislative
legislatura,Legislaturperiode
legalizar,legitimieren
legitimar,legitimieren
autorizar,legitimieren
legítimo,legitim
lícito,legitim
iguana,Leguan
feudo,Lehen
barro,Lehm
encosto,Lehne
estrangeirismo,Lehnwort
peregrinismo,Lehnwort
compêndio,Lehrbuch
livro-texto,Lehrbuch
manual,Lehrbuch
ensinar,lehren
lecionar,lehren
professora,Lehrerin
professor,Lehrer
advertência,Lehre
aprendizado,Lehre
aprendizagem,Lehre
ciência,Lehre
conselho,Lehre
doutrina,Lehre
ensinamento,Lehre
ensino,Lehre
lição,Lehre
teoria,Lehre
curso,Lehrgang
sistema,Lehrgebäude
aprendiz,Lehrling
treinando,Lehrling
treineiro,Lehrling
dogma,Lehrsatz
princípio,Lehrsatz
teorema,Lehrsatz
aprendizado,Lehrstelle
aprendizagem,Lehrstelle
cadeira,Lehrstuhl
cátedra,Lehrstuhl
guarda,Leibwache
guarda-costas,Leibwächter
barriga,Leib
corpo,Leib
morgue,Leichenhalle
necrotério,Leichenhalle
velório,Leichenhalle
morgue,Leichenhaus
necrotério,Leichenhaus
morgue,Leichenschauhaus
necrotério,Leichenschauhaus
mortalha,Leichentuch
sudário,Leichentuch
cadáver,Leiche
defunto,Leiche
morto,Leiche
corpo,Leichnam
cadáver,Leichnam
atletismo,Leichtathletik
atleta,Leichtathletin
atleta,Leichtathlet
facilmente,leichterdings
descuidadamente,leichtfertig
leviandade,Leichtfertigkeit
leviano,leichtfertig
bobinho,leichtgläubig
crente,leichtgläubig
crédulo,leichtgläubig
ingénuo,leichtgläubig
ingénuo,leichtgläubig
ingênuo,leichtgläubig
credulidade,Leichtgläubigkeit
ingenuidade,Leichtgläubigkeit
facilidade,Leichtigkeit
leve,leicht
levemente,leicht
descuidado,leichtsinnig
imprudente,leichtsinnig
leviano,leichtsinnig
negligente,leichtsinnig
temerário,leichtsinnig
leviandade,Leichtsinn
fácil,leicht
penar,leiden
apaixonado,leidenschaftlich
emotivo,leidenschaftlich
fervoroso,leidenschaftlich
intenso,leidenschaftlich
passional,leidenschaftlich
paixão,Leidenschaft
vício,Leidenschaft
sofrer,leiden
moléstia,Leiden
mal,Leiden
sofrimento,Leiden
dor,Leiden
infelizmente,leider
calvário,Leid
sofrimento,Leid
emprestar,leihen
cola,Leim
goma,Leim
grude,Leim
linho,Leinen
cabo,Leine
correia,Leine
linhaça,Leinsamen
ecrã,Leinwand
tela,Leinwand
tela,Leinwand
Lípsia,Leipzig
baixo,leise
calmo,leise
tranquilo,leise
indistintamente,leise
vagamente,leise
silencioso,leise
leishmaniose,Leishmaniose
efetuar,leisten
produzir,leisten
virilha,Leiste
incentivo,Leistungsanreiz
comprometimento,Leistungsbereitschaft
motivação,Leistungsbereitschaft
capaz,leistungsfähig
eficiente,leistungsfähig
aptidão,Leistungsfähigkeit
capacidade,Leistungsfähigkeit
desempenho,Leistungsfähigkeit
eficiência,Leistungsfähigkeit
potencialidade,Leistungsfähigkeit
potencial,Leistungsfähigkeit
rendimento,Leistungsfähigkeit
produtividade,Leistungsfähigkeit
potente,leistungsfähig
productivo,leistungsfähig
produtivo,leistungsfähig
aproveitamento,Leistung
capacidade,Leistung
desempenho,Leistung
execução,Leistung
obra,Leistung
potência,Leistung
produtividade,Leistung
produção,Leistung
proeza,Leistung
realização,Leistung
rendimento,Leistung
resultado,Leistung
trabalho,Leistung
editorial,Leitartikel
ideal,Leitbild
modelo,Leitbild
conduzir,leiten
conducente,leitend
executivo,leitender Angestellter
dirigir,leiten
levante,leitend
liderante,leitend
condutor,leitend
gerir,leiten
liderar,leiten
diretora,Leiterin
escada,Leiter
escadote,Leiter
condutor,Leiter
coordenador,Leiter
diretor,Leiter
dirigente,Leiter
gerente,Leiter
líder,Leiter
orientador,Leiter
regente,Leiter
manual,Leitfaden
condutivo,leitfähig
condutibilidade,Leitfähigkeit
diretriz,Leitsatz
condução,Leitung
tubo,Leitung
chefia,Leitung
direção,Leitung
gestão,Leitung
administração,Leitung
gerência,Leitung
empenagem,Leitwerk
lição,Lektion
revisora,Lektorin
revisor,Lektor
leitura,Lektüre
lema,Lemma
lemingue,Lemming
lêmure,Lemure
lombo,Lende
Leningrado,Leningrad
leninismo,Leninismus
leninista,leninistisch
dirigível,lenkbar
obediente,lenkbar
dirigir,lenken
governar,lenken
condutor,Lenker
volante,Lenkrad
rã-leopardo,Leopardfrosch
leopardo,Leopard
onça,Leopard
leproso,Leprakranker
leprosa,Leprakranke
leproso,leprakrank
hanseníase,Lepra
lepra,Lepra
cotovia,Lerche
aprender,lernen
estudar,lernen
aprendizagem,Lernen
escolaridade,Lernen
legível,lesbar
bolacha,Lesbe
lésbica,Lesbe
saba,Lesbe
saboeira,Lesbe
sapatão,Lesbe
sapa,Lesbe
lésbica,Lesbierin
sabão,lesbischer Sex
lésbico,lesbisch
alfabetizado,lese- und schreibkundig
ler,lesen
lecionar,lesen
leitora,Leserin
legível,leserlich
leitor,Leser
Lesoto,Lesotho
letargia,Lethargie
letão,Lette
letão,lettisch
Letónia,Lettland
Letônia,Lettland
finalmente,letztendlich
recentemente,letztens
ultimamente,letztens
testamento,letzter Wille
último,letzte
afinal,letztlich
finalmente,letztlich
luminoso,leuchtend
resplandecer,leuchten
candeeiro,Leuchte
luminária,Leuchte
luminosidade,Leuchtkraft
vaga-lume,Leuchtkäfer
farol,Leuchtturm
desmentir,leugnen
negar,leugnen
nome,Leumund
reputação,Leumund
galera,Leute
gente,Leute
pessoas,Leute
população,Leute
povo,Leute
tenente,Leutnant
afavelmente,leutselig
afável,leutselig
extrovertido,leutselig
levitação,Levitation
lexical,lexikalisch
lexicalmente,lexikalisch
léxico,lexikalisch
lexicologia,Lexikologie
dicionário,Lexikon
enciclopédia,Lexikon
léxico,Lexikon
cipó,Liane
Líbano,Libanon
libélula,Libelle
liberal,Liberaler
liberal,Liberale
liberalização,Liberalisierung
liberalismo,Liberalismus
liberal,liberal
Libéria,Liberia
libertarianismo,Libertarismus
libertarismo,Libertarismus
libertinismo,Libertinismus
líbido,Libido
Líbia,Libyen
líbico,libysch
foto,Lichtbild
translúcido,lichtdurchlässig
ano-luz,Lichtjahr
alternador,Lichtmaschine
dínamo,Lichtmaschine
gerador,Lichtmaschine
foco,Lichtquelle
brilho,Lichtschein
clarão,Lichtschein
opaco,lichtundurchlässig
luz,Licht
sombra,Lidschatten
pálpebra,Lid
afectuoso,lieb
afetuoso,lieb
agradável,lieb
amado,lieb
amável,lieb
atencioso,lieb
atraente,lieb
bondoso,lieb
bonito,lieb
bonzinho,lieb
caro,lieb
boyzinha,Liebchen
namorada,Liebchen
dispendioso,lieb
amar,lieben
amoroso,liebend
amável,liebenswürdig
gentil,liebenswürdig
antes,lieber
preferir,lieber mögen
caso,Liebesaffäre
namoro,Liebesbeziehung
romance,Liebesgeschichte
afectuoso,liebevoll
afetuoso,liebevoll
afável,liebevoll
amoroso,liebevoll
amável,liebevoll
benigno,liebevoll
carinhosamente,liebevoll
carinhoso,liebevoll
amor,Liebe
gentil,lieb
amar,lieb haben
apreciadora,Liebhaberin
aficionado,Liebhaber
amador,Liebhaber
amante,Liebhaber
colecionador,Liebhaber
diletante,Liebhaber
entusiasta,Liebhaber
galã,Liebhaber
namorado,Liebhaber
apreciador,Liebhaber
acariciar,liebkosen
acarinhar,liebkosen
afagar,liebkosen
carinho,Liebkosung
adorável,lieblich
atraente,lieblich
belo,lieblich
doce,lieblich
gracioso,lieblich
leve,lieblich
lindo,lieblich
melodioso,lieblich
perfumado,lieblich
suave,lieblich
encantador,lieblich
favorito,Lieblings-
preferido,Lieblings-
queridinho,Liebling
querido,Liebling
insensibilidade,Lieblosigkeit
querido,lieb
simpático,lieb
querido,Liebster
querida,Liebste
levístico,Liebstöckel
Liechtenstein,Liechtenstein
Listenstaine,Liechtenstein
libertinismo,Liederlichkeit
negligente,liederlich
letra,Liedtext
cantar,Lied
cantiga,Lied
canto,Lied
canção,Lied
hino,Lied
toada,Lied
abastecedor,Lieferant
fornecedor,Lieferant
provedor,Lieferant
fornecer,liefern
prover,liefern
entrega,Lieferung
furgoneta,Lieferwagen
furgão,Lieferwagen
van,Lieferwagen
estar,liegen
jazer,liegen
espreguiçadeira,Liegestuhl
canapé,Liege
divã,Liege
espreguiçadeira,Liege
sofá,Liege
campeonato,Liga
liga,Liga
licor,Likör
arroxeado,lila
lilás,lila
lírio,Lilie
feijão-de-lima,Limabohne
limbo,Limbus
limão,Limette
limite,Limit
termo,Limit
laranjada,Limonade
limonada,Limonade
refrigerante,Limonade
lima,Limone
limonita,Limonit
limonite,Limonit
limusine,Limousine
aliviar,lindern
abrandamento,Linderung
aliviamento,Linderung
alívio,Linderung
atenuação,Linderung
lenimento,Linderung
mitigação,Linderung
suavização,Linderung
tília,Linde
dragão,Lindwurm
régua,Lineal
linear,linear
linguística,Linguistik
linguista,Linguistin
linguisticamente,linguistisch
linguístico,linguistisch
linguista,Linguist
glotofobia,Linguizismus
bandeirinha,Linienrichter
figura,Linie
fila,Linie
fileira,Linie
linha,Linie
esquerdo,linker
canhestro,linkisch
canhota,Linkshänderin
canhoto,Linkshänder
canhoto,linkshändig
link,Link
cristalino,Linse
lente,Linse
lentilha,Linse
gloss,Lipgloss
lipofílico,lipophil
lipofóbico,lipophob
gloss,Lippenglanz
batom,Lippenstift
beiço,Lippe
lábio,Lippe
liquidação,Liquidation
liquidar,liquidieren
pagar,liquidieren
liquidação,Liquidierung
liquidez,Liquidität
sigmatismo,Lispeln
alfacinha,Lissabonnerin
lisboeta,Lissabonnerin
alfacinha,Lissabonner
lisboeta,Lissabonner
Lisboa,Lissabon
lista,Liste
astuto,listig
finório,listig
sorrateiro,listig
ardil,List
arte,List
artimanha,List
astúcia,List
estratagema,List
manha,List
subterfúgio,List
truque,List
Lituânia,Litauen
literário,literarisch
literatura,Literatur
litro,Liter
lítio,Lithium
litosfera,Lithosphäre
litoestratigrafia,Lithostratigrafie
litoestratigrafia,Lithostratigraphie
litúrgico,liturgisch
livermório,Livermorium
libré,Livree
caminhoneiro,LKW-Fahrer
caminhão,Lkw
camião,Lkw
lobista,Lobbyist
lobby,Lobby
aplaudir,loben
elogiar,loben
enaltecer,loben
exaltar,loben
glorificar,loben
louvar,loben
preconizar,loben
elogio,Lobesrede
cântico,Lobgesang
puxa-saquismo,Lobhudelei
adulação,Lobhudelei
bajulação,Lobhudelei
sabujar,lobhudeln
aplauso,Lob
cumprimento,Lob
elogio,Lob
louvor,Lob
furador,Locheisen
furador,Locher
perfurador,Locher
abertura,Loch
antro,Loch
brecha,Loch
buraco,Loch
cova,Loch
covil,Loch
fenda,Loch
furo,Loch
orifício,Loch
rasgão,Loch
rombo,Loch
atrair,locken
persuadir,locken
seduzir,locken
cacheador,Lockenwickler
rolo,Lockenwickler
descontrair-se,locker bleiben
afrouxar,lockern
relaxar,lockern
soltar,lockern
solto,locker
cacho,Locke
caracol,Locke
cacheado,lockig
crespo,lockig
encaracolado,lockig
chamariz,Lockmittel
incentivo,Lockmittel
isca,Lockmittel
cevo,Lockspeise
engodo,Lockspeise
isca,Lockspeise
arder,lodern
chamejar,lodern
flamejar,lodern
logarítmico,logarithmisch
logaritmo,Logarithmus
camarote,Loge
frisa,Loge
portaria,Loge
lógica,Logik
logicamente,logischerweise
logicamente,logisch
lógico,logisch
logística,Logistik
logomarca,Logo
recompensador,lohnend
receber,Lohn erhalten
paga,Lohn
recompensa,Lohn
local,lokal
locativo,Lokativ
maquinista,Lokführerin
maquinista,Lokführer
Loki,Loki
locomotiva,Lokomotive
locomotiva,Lok
chupa-chupa,Lolli
pirulito,Lolli
Lombardia,Lombardei
lombardo,lombardisch
Londres,London
estilo,Look
louro,Lorbeer
Lourenço,Lorenz
Bora!,Los!
desamarrar,losbinden
desatar,losbinden
avulso,lose
solto,lose
partir,losgehen
disparar,losgehen
começar,losgehen
soltar,loslassen
desprender,losmachen
soltar,losmachen
solto,los
absolver,lossprechen
lema,Losung
destino,Los
loção,Lotion
piloto,Lotse
lotaria,Lotterie
loteria,Lotterie
bingo,Lotto
loteria,Lotto
loto,Lotto
totoloto,Lotto
salão,Lounge
dedicado,loyal
fiel,loyal
lealdade,Loyalität
leal,loyal
LSD,LSD
lince,Luchs
puta,Luder
biscate,Luder
chulo,Lude
proxeneta,Lude
Luiz,Ludwig
Luís,Ludwig
lues,Lues
sífilis,Lues
exaustor,Luftabzug
barómetro,Luftdruckmesser
barômetro,Luftdruckmesser
ventilador,Luftdüse
aeronáutica,Luftfahrt
aviação,Luftfahrt
leve,luftig
ligeiro,luftig
arejado,luftig
aerodeslizador,Luftkissenboot
hovercraft,Luftkissenboot
aerofone,Luftklinger
aeropostal,Luftpost
aeroespacial,Luftraum-
traqueostomia,Luftröhrenschnitt
traqueia,Luftröhre
aeronauta,Luftschiffer
aeronave,Luftschiff
dirigível,Luftschiff
miragem,Luftspiegelung
ar,Luft
Lugansk,Luhansk
Luiza,Luise
Luísa,Luise
Lucas,Lukas
escotilha,Luke
lucrativo,lukrativ
rentável,lukrativ
ninar,lullen
luminescência,Lumineszenz
luminosidade,Luminosität
pulha,Lump
pneumologista,Lungenarzt
pneumonia,Lungenentzündung
pulmão,Lunge
impecável,lupenrein
perfeito,lupenrein
lente,Lupe
lupa,Lupe
tremoço,Lupine
Lusitânia,Lusitanien
gata-lixa,Lusitanischer Schlingerhai
lusitano,lusitanisch
luso,lusitanisch
sensual,lustbetont
cómico,lustig
cômico,lustig
jocoso,lustig
pândego,lustig
alegre,lustig
divertido,lustig
engraçado,lustig
gozado,lustig
jovial,lustig
desanimado,lustlos
desinteressado,lustlos
sífilis,Lustseuche
prazeroso,lustvoll
sensual,lustvoll
alegria,Lust
anseio,Lust
deleitação,Lust
deleite,Lust
disposição,Lust
eliminação,Lust
encanto,Lust
gosto,Lust
querer,Lust
sabor,Lust
volúpia,Lust
gozo,Lust
prazer,Lust
desejo,Lust
vontade,Lust
lutécio,Lutetium
luterano,lutherisch
chupar,lutschen
chupa-chupa,Lutscher
pirulito,Lutscher
barlavento,Luv
luxemburguês,luxemburgisch
Luxemburgo,Luxemburg
Luxor,Luxor
luxuoso,luxuriös
extravagância,Luxus
luxo,Luxus
Lucerna,Luzern
lúcido,luzid
Lúcifer,Luzifer
Lídia,Lydien
linchar,lynchen
linchamento,Lynchmord
lirismo,Lyrismus
lisossomo,Lysosom
sorridente,lächelnd
sorrir,lächeln
sorriso,Lächeln
cómico,lächerlich
cômico,lächerlich
irrisório,lächerlich
ridicularizar,lächerlich machen
ridículo,lächerlich
risível,lächerlich
imobilizar,lähmen
paralisar,lähmen
dormência,Lähmung
estupor,Lähmung
paralisia,Lähmung
cordeirinho,Lämmchen
abutre-barbudo,Lämmergeier
abutre-das-montanhas,Lämmergeier
abutre-dos-cordeiros,Lämmergeier
brita-ossos,Lämmergeier
quebra-ossos,Lämmergeier
agreste,ländlich
campesino,ländlich
campestre,ländlich
rural,ländlich
rústico,ländlich
comprimento,Länge
duração,Länge
larício,Lärche
barulhento,lärmend
barulho,Lärm
descontraidamente,lässig
descontraído,lässig
descuidado,lässig
desleixado,lässig
indiferente,lässig
indolente,lässig
informal,lässig
remisso,lässig
blasfémia,Lästerung
blasfêmia,Lästerung
fastidioso,lästig
importuno,lästig
incómodo,lästig
incômodo,lästig
maçador,lästig
penoso,lästig
pesado,lästig
corredor,Läufer
rotor,Läufer
bispo,Läufer
repicar,läuten
tocar,läuten
colher,Löffel
colhereiro-europeu,Löffler
solubilidade,Lösbarkeit
resolúvel,lösbar
solúvel,lösbar
cancelar,löschen
cortar,löschen
descarregar,löschen
expungir,löschen
riscar,löschen
apagar,löschen
extinguir,löschen
anulação,Löschung
extinção,Löschung
invalidação,Löschung
resgate,Lösegeld
dissolvente,Lösemittel
dirimir,lösen
resolver,lösen
rescindir,lösen
solubilidade,Löslichkeit
dissolvente,Lösungsmittel
resolução,Lösung
solução,Lösung
soldar,löten
maçarico,Lötlampe
dente-de-leão,Löwenzahn
leão,Löwe
leoa,Löwin
brecha,Lücke
ventilar,lüften
ventilador,Lüfter
ventilação,Lüftung
mentir,lügen
fábula,Lüge
mentira,Lüge
patranha,Lüge
peta,Lüge
aldrabona,Lügnerin
mentirosa,Lügnerin
aldrabão,Lügner
mentiroso,Lügner
lascivo,lüstern
Liège,Lüttich
macadâmia,Macadamianuss
maquis,Macchie
factível,machbar
viabilidade,Machbarkeit
praticável,machbar
realizável,machbar
viável,machbar
Depressa!,Mach dalli!
Vamos!,Mach dalli!
Vire-se!,Mach deinen Dreck allein!
criar,machen
manigância,Machenschaft
maquinação,Machenschaft
tramoia,Machenschaft
trama,Machenschaft
fazer,machen
catana,Machete
facão,Machete
Depressa!,Mach hin!
Vamos!,Mach hin!
Depressa!,Mach hinne!
Vamos!,Mach hinne!
maquiavélico,machiavellistisch
jurisdição,Machtbereich
dirigente,Machthaber
governante,Machthaber
potentado,Machthaber
soberano,Machthaber
potente,machtvoll
fortaleza,Macht
força,Macht
poderio,Macht
poder,Macht
potência,Macht
vigor,Macht
virilidade,Macht
macuca,Macuco-Steißhuhn
macuco,Macuco-Steißhuhn
Madagascar,Madagaskar
Madagáscar,Madagaskar
lagartixa-da-madeira,Madeira-Mauereidechse
Madeira,Madeira
larva,Made
Madrid,Madrid
Madri,Madrid
madrigal,Madrigal
máfia,Maffia
camorra,Mafia
máfia,Mafia
mafioso,Mafioso
armazém,Magazin
depósito,Magazin
magazine,Magazin
revista,Magazin
criada,Magd
moça,Magd
rapariga,Magd
gastroscopia,Magenspiegelung
barriga,Magen
estômago,Magen
adelgaçado,mager
delgado,mager
desditoso,mager
desnatado,mager
escasso,mager
esquelético,mager
fino,mager
leve,mager
mau,mager
miserável,mager
necessitado,mager
pobre,mager
ralo,mager
reduzido,mager
magro,mager
Magrebe,Maghreb
mago,Magier
mágico,Magier
bruxaria,Magie
ilusionismo,Magie
magia,Magie
mágica,Magie
mágico,magisch
magnésio,Magnesium
magneticamente,magnetisch
magnético,magnetisch
magnetosfera,Magnetosphäre
íman,Magnet
ímã,Magnet
magnólia,Magnolie
refeição,Mahlzeit
refeição,Mahl
memorial,Mahnmal
advertência,Mahnung
piquete,Mahnwache
lírio-do-vale,Maiglöckchen
escaravelho,Maikäfer
Milão,Mailand
milanesa,Mailänderin
milanês,Mailänder
milanês,Mailänder
milanês,mailändisch
Mogúncia,Mainz
chicha,Maisbier
milho,Mais
maisena,Maizena ®
maio,Mai
majestoso,majestätisch
excelência,Majestät
majestade,Majestät
manjerona,Majoran
major,Major
macaco,Makak
Macaronésia,Makaronesien
Macaronésia,Makaronesische Inseln
maquiagem,Make-up
Macedónia,Makedonien
Macedônia,Makedonien
escorreito,makellos
imaculado,makellos
limpo,makellos
intermediário,Makler
corretor,Makler
agente,Makler
cavala,Makrele
macrocosmo,Makrokosmos
macroscópico,makroskopisch
macroeconomia,Makroökonomie
macroeconómico,makroökonomisch
macroeconômico,makroökonomisch
malaio,Malaie
malaia,Malaiin
malaio,malaiisch
malacologia,Malakologie
malacológico,malakologisch
malária,Malaria
paludismo,Malaria
Malásia,Malaysia
malaia,Malaysierin
malásia,Malaysierin
malaio,Malaysier
malásio,Malaysier
pintar,malen
pintora,Malerin
artístico,malerisch
pinturesco,malerisch
